veh_id,episode,episode_step,px,py,sx,sy,ax,ay,throttle,steer,brake
CAV,0,36,93.41946411132812,7.4393744468688965,18.38492774963379,-0.37991729378700256,-0.47899067401885986,1.3273234367370605,1,0.09999999999999998,0
CAV,0,37,93.73880004882812,7.432585716247559,18.365123748779297,-0.25503477454185486,-1.1001733541488647,6.9376091957092285,1,0.19999999999999998,0
CAV,0,38,94.06907653808594,7.428783416748047,18.340373992919922,-0.0730835348367691,-1.4446507692337036,10.620549201965332,0,0.19999999999999998,0
CAV,0,39,94.38289642333984,7.428565502166748,18.30778694152832,0.13082817196846008,-1.753670334815979,10.97349739074707,0,0.19999999999999998,0
CAV,0,40,94.72248077392578,7.4324951171875,18.262863159179688,0.3703136742115021,-2.563528060913086,13.665987014770508,0,0.3,0
CAV,0,41,95.04183197021484,7.44011926651001,18.209440231323242,0.6127790212631226,-3.192077159881592,14.487564086914062,1,0.3,0
CAV,0,42,95.34578704833984,7.451218605041504,18.145029067993164,0.861790657043457,-3.734154224395752,14.436128616333008,0,0.4,1
CAV,0,43,95.65772247314453,7.466883182525635,18.06205940246582,1.1333893537521362,-4.95835542678833,16.231027603149414,0,0.4,1
CAV,0,44,95.95867156982422,7.48622465133667,17.95680809020996,1.4057050943374634,-6.320679187774658,16.353435516357422,1,0.30000000000000004,0
CAV,0,45,96.2559585571289,7.510705947875977,17.853904724121094,1.6596401929855347,-5.883318901062012,14.518292427062988,0,0.30000000000000004,1
CAV,0,46,96.56712341308594,7.538832187652588,17.7590274810791,1.9132148027420044,-5.51611852645874,14.74271011352539,1,0.4,0
CAV,0,47,96.87124633789062,7.5709075927734375,17.64164924621582,2.191648244857788,-6.900420665740967,16.368518829345703,1,0.30000000000000004,0
CAV,0,48,97.1702880859375,7.606916427612305,17.539623260498047,2.457919120788574,-5.416887283325195,14.137176513671875,0,0.20000000000000004,1
CAV,0,49,97.49980163574219,7.651446342468262,17.45227813720703,2.7138290405273438,-5.22277307510376,15.302050590515137,1,0.30000000000000004,0
CAV,0,50,97.79096221923828,7.694811820983887,17.356975555419922,2.9571053981781006,-5.647292613983154,14.415693283081055,0,0.30000000000000004,1
CAV,0,51,98.06163787841797,7.673826694488525,14.891728401184082,-3.2020463943481445,-147.11041259765625,-367.53936767578125,0,0.4,0
CAV,1,0,81.49571228027344,7.888673305511475,18.756746292114258,0.2796827554702759,-0.403889000415802,0.1585785150527954,0,0.0,1
CAV,2,0,83.3364028930664,7.914793014526367,19.09639549255371,0.27401861548423767,-0.3962149918079376,0.04365340992808342,0,0.1,1
CAV,2,1,83.67694091796875,7.9202880859375,19.084733963012695,0.3240119516849518,-0.6886255741119385,2.9521591663360596,1,0.0,0
CAV,2,2,83.99989318847656,7.925624847412109,19.068288803100586,0.3184727132320404,-0.939111590385437,-0.31632182002067566,1,-0.1,0
CAV,2,3,84.33363342285156,7.930485248565674,19.05695152282715,0.2680070698261261,-0.6469277739524841,-2.8796699047088623,1,-0.1,0
CAV,2,4,84.66738891601562,7.933968544006348,19.043760299682617,0.17399862408638,-0.7662187814712524,-5.460527420043945,1,-0.1,0
CAV,2,5,84.99501037597656,7.935784339904785,19.028837203979492,0.06894180923700333,-0.8998491168022156,-6.334830284118652,0,-0.2,0
CAV,2,6,85.3101577758789,7.93502950668335,19.007244110107422,-0.06766795367002487,-1.1865639686584473,-7.506855010986328,0,-0.1,1
CAV,2,7,85.65576171875,7.933378219604492,18.99005699157715,-0.16454318165779114,-1.0062657594680786,-5.67181921005249,0,-0.2,1
CAV,2,8,85.97959899902344,7.930070400238037,18.9548282623291,-0.29285064339637756,-1.9552615880966187,-7.121308326721191,1,-0.2,0
CAV,2,9,86.32018280029297,7.923973083496094,18.895851135253906,-0.46590301394462585,-3.1833412647247314,-9.34065055847168,0,-0.1,0
CAV,2,10,86.66963958740234,7.9155778884887695,18.862794876098633,-0.5797300338745117,-1.8525036573410034,-6.37897253036499,0,0.0,1
CAV,2,11,87.0059585571289,7.907093524932861,18.849252700805664,-0.5876556038856506,-0.7926909923553467,-0.4639230966567993,0,-0.1,1
CAV,2,12,87.32760620117188,7.898416042327881,18.823789596557617,-0.6404659748077393,-1.4701732397079468,-3.049133062362671,0,-0.1,1
CAV,2,13,87.65296936035156,7.8878631591796875,18.775121688842773,-0.7538372874259949,-2.8653125762939453,-6.674711227416992,0,-0.1,1
CAV,2,14,87.9709243774414,7.8754496574401855,18.70686149597168,-0.8756618499755859,-3.866337776184082,-6.900286674499512,1,-0.2,0
CAV,2,15,88.29985809326172,7.859972953796387,18.613969802856445,-1.0360374450683594,-5.279527187347412,-9.114995002746582,0,-0.2,0
CAV,2,16,88.62599182128906,7.841392517089844,18.521345138549805,-1.2316713333129883,-5.473105430603027,-11.55982494354248,1,-0.1,0
CAV,2,17,88.93863677978516,7.821045398712158,18.469501495361328,-1.3690263032913208,-3.0077478885650635,-7.968751907348633,1,0.0,0
CAV,2,18,89.2566909790039,7.799201011657715,18.449567794799805,-1.4161216020584106,-1.1415799856185913,-2.6970932483673096,0,0.1,1
CAV,2,19,89.57875061035156,7.777326583862305,18.437341690063477,-1.3761565685272217,-0.6547057032585144,2.140120267868042,0,0.0,0
CAV,2,20,89.9228286743164,7.753228187561035,18.414579391479492,-1.423262596130371,-1.3657435178756714,-2.8263731002807617,0,-0.1,1
CAV,2,21,90.22943115234375,7.729351043701172,18.391510009765625,-1.5312516689300537,-1.369614601135254,-6.411242961883545,0,-0.1,1
CAV,2,22,90.53872680664062,7.703409671783447,18.345951080322266,-1.6703929901123047,-2.6944875717163086,-8.229222297668457,0,0.0,1
CAV,2,23,90.84840393066406,7.675793170928955,18.299808502197266,-1.7321207523345947,-2.746516704559326,-3.6741840839385986,1,0.1,0
CAV,2,24,91.1552734375,7.648000717163086,18.249502182006836,-1.7338308095932007,-2.9514522552490234,-0.10032839328050613,1,0.0,0
CAV,2,25,91.4657974243164,7.618894100189209,18.20613670349121,-1.792205572128296,-2.3059260845184326,-3.1040334701538086,1,-0.1,0
CAV,2,26,91.80772399902344,7.584684371948242,18.17054557800293,-1.9107930660247803,-2.119680166244507,-7.062646865844727,1,0.0,0
CAV,2,27,92.11268615722656,7.552856922149658,18.15452766418457,-1.963187336921692,-0.9564645886421204,-3.1285762786865234,0,-0.1,1
CAV,2,28,92.41650390625,7.519665241241455,18.131134033203125,-2.0575828552246094,-1.3022651672363281,-5.254763126373291,1,-0.2,0
CAV,2,29,92.74170684814453,7.481703281402588,18.08843994140625,-2.2007739543914795,-2.3792037963867188,-7.97957706451416,1,-0.2,0
CAV,2,30,93.06570434570312,7.440886497497559,18.03837776184082,-2.376546621322632,-2.6840832233428955,-9.424049377441406,0,-0.30000000000000004,1
CAV,2,31,93.40127563476562,7.394966125488281,17.970624923706055,-2.58590030670166,-3.6634044647216797,-11.319780349731445,0,-0.4,0
CAV,2,32,93.73238372802734,7.345715045928955,17.874095916748047,-2.8114726543426514,-5.522128582000732,-12.904301643371582,0,-0.5,0
CAV,2,33,94.04335021972656,7.295658588409424,17.756061553955078,-3.0373449325561523,-6.768219470977783,-12.951764106750488,0,-0.6,0
CAV,2,34,94.31028747558594,7.344121932983398,15.415043830871582,1.5214108228683472,-137.14222717285156,267.06243896484375,0,-0.6,1
CAV,3,0,84.41239929199219,7.933995723724365,19.072195053100586,0.29080721735954285,-0.3865112066268921,0.03117666020989418,1,0.0,0
CAV,3,1,84.75027465820312,7.939122676849365,19.06525993347168,0.2912733852863312,-0.40657782554626465,0.027329526841640472,0,0.0,0
CAV,3,2,85.07538604736328,7.944065570831299,19.0585880279541,0.2916417717933655,-0.3960763216018677,0.021869191899895668,0,-0.1,1
CAV,3,3,85.39631652832031,7.9484405517578125,19.04936981201172,0.2474062740802765,-0.5422990918159485,-2.6023333072662354,1,0.0,0
CAV,3,4,85.71990966796875,7.952754497528076,19.033870697021484,0.252975195646286,-0.9259284138679504,0.3326914310455322,0,-0.1,1
CAV,3,5,86.03834533691406,7.956583023071289,19.021778106689453,0.21178433299064636,-0.7141560912132263,-2.432622194290161,1,0.0,0
CAV,3,6,86.3602066040039,7.960391044616699,19.005456924438477,0.21874088048934937,-0.9366531372070312,0.39922794699668884,0,0.0,0
CAV,3,7,86.69120788574219,7.964409828186035,18.995189666748047,0.22240805625915527,-0.60298091173172,0.21536782383918762,0,-0.1,1
CAV,3,8,87.01451110839844,7.96782922744751,18.984785079956055,0.17752227187156677,-0.5975115299224854,-2.5776875019073486,0,0.0,0
CAV,3,9,87.3448486328125,7.971199035644531,18.968568801879883,0.18260030448436737,-0.9607768058776855,0.3008616268634796,0,0.0,0
CAV,3,10,87.66486358642578,7.9745097160339355,18.95891761779785,0.18401853740215302,-0.5625675916671753,0.08266881108283997,1,0.1,0
CAV,3,11,87.98997497558594,7.978391647338867,18.949331283569336,0.2289406955242157,-0.5775769352912903,2.706561326980591,0,0.1,0
CAV,3,12,88.30423736572266,7.983822345733643,18.934446334838867,0.3226577937602997,-0.8619760870933533,5.427085876464844,1,0.1,0
CAV,3,13,88.6309814453125,7.990524768829346,18.9172420501709,0.42431071400642395,-1.0372713804244995,6.128802299499512,0,0.2,0
CAV,3,14,88.9443359375,7.999387741088867,18.892520904541016,0.5575050711631775,-1.4764974117279053,7.955178737640381,0,0.2,0
CAV,3,15,89.26026153564453,8.009764671325684,18.86043357849121,0.7100940346717834,-1.8964924812316895,9.018632888793945,1,0.1,0
CAV,3,16,89.57913970947266,8.021919250488281,18.841768264770508,0.8092036843299866,-1.1281886100769043,5.990489959716797,0,0.0,1
CAV,3,17,89.89080810546875,8.033705711364746,18.836034774780273,0.7905383706092834,-0.3274689316749573,-1.0660715103149414,1,0.0,0
CAV,3,18,90.22040557861328,8.045730590820312,18.817323684692383,0.7710519433021545,-1.0694615840911865,-1.1137771606445312,0,0.1,0
CAV,3,19,90.54949951171875,8.058310508728027,18.803634643554688,0.8176316618919373,-0.7903649210929871,2.689375877380371,0,0.0,1
CAV,3,20,90.87511444091797,8.07114315032959,18.79348373413086,0.8200836777687073,-0.5933567881584167,0.14332905411720276,1,0.1,0
CAV,3,21,91.19642639160156,8.084683418273926,18.773340225219727,0.8791464567184448,-1.156609296798706,3.391294002532959,0,0.0,0
CAV,3,22,91.5232925415039,8.099059104919434,18.762392044067383,0.8927244544029236,-0.6553402543067932,0.8127567768096924,0,-0.1,0
CAV,3,23,91.83668518066406,8.112788200378418,18.754825592041016,0.8689164519309998,-0.42809030413627625,-1.346995234489441,0,-0.2,0
CAV,3,24,92.1680908203125,8.126538276672363,18.745235443115234,0.8007200360298157,-0.5828070044517517,-4.144393444061279,0,-0.1,1
CAV,3,25,92.47639465332031,8.13802433013916,18.734533309936523,0.7218353748321533,-0.6399572491645813,-4.717079162597656,1,0.0,0
CAV,3,26,92.78942108154297,8.150100708007812,18.71438980102539,0.7302418351173401,-1.1562376022338867,0.4825308918952942,0,-0.1,1
CAV,3,27,93.11524963378906,8.162744522094727,18.70067024230957,0.7044422626495361,-0.8014369606971741,-1.5070987939834595,0,0.0,0
CAV,3,28,93.43508911132812,8.175665855407715,18.681379318237305,0.7428907752037048,-1.0861395597457886,2.1647720336914062,0,0.0,1
CAV,3,29,93.76667022705078,8.189759254455566,18.66669273376465,0.7756580114364624,-0.9023129343986511,2.013150215148926,1,0.1,0
CAV,3,30,94.070068359375,8.203937530517578,18.642351150512695,0.8477581739425659,-1.3385672569274902,3.964857816696167,0,0.1,1
CAV,3,31,94.40873718261719,8.221076011657715,18.618175506591797,0.957096517086029,-1.3845511674880981,6.261861324310303,1,0.2,0
CAV,3,32,94.7332992553711,8.239533424377441,18.579378128051758,1.0927605628967285,-2.1867289543151855,7.646406173706055,0,0.2,1
CAV,3,33,95.06232452392578,8.260736465454102,18.533594131469727,1.2587522268295288,-1.8339786529541016,6.649160861968994,0,0.2,1
CAV,3,34,95.52324676513672,8.29568099975586,18.438379287719727,1.5137237310409546,-8.048593521118164,21.552963256835938,0,0.1,1
CAV,3,35,95.7408218383789,8.313583374023438,18.391210556030273,1.596375584602356,-2.8222105503082275,4.945244789123535,0,0.2,1
CAV,3,36,96.04710388183594,8.340298652648926,18.30091667175293,1.742262363433838,-5.427488803863525,8.76913070678711,1,0.2,0
CAV,3,37,96.34972381591797,8.370025634765625,18.192110061645508,1.9061956405639648,-6.387314319610596,9.623435020446777,1,0.30000000000000004,0
CAV,3,38,96.65831756591797,8.402301788330078,18.085966110229492,2.0972723960876465,-6.321326732635498,11.379439353942871,0,0.4,1
CAV,3,39,96.96076965332031,8.437371253967285,17.980228424072266,2.3158185482025146,-6.16837739944458,12.749239921569824,0,0.4,1
CAV,3,40,97.26749420166016,8.476849555969238,17.853403091430664,2.556256055831909,-7.211270809173584,13.671242713928223,0,0.5,1
CAV,3,41,97.55744934082031,8.455727577209473,15.501168251037598,-2.767287015914917,-134.44720458984375,-304.2789306640625,0,0.4,0
CAV,4,0,83.14990997314453,7.911994934082031,19.100284576416016,0.2719793915748596,-0.374447226524353,0.042208895087242126,0,-0.1,1
CAV,4,1,83.49028015136719,7.916265487670898,19.090103149414062,0.22316953539848328,-0.5940329432487488,-2.84779953956604,0,0.0,1
CAV,4,2,83.81715393066406,7.920260429382324,19.067874908447266,0.2294929474592209,-1.320131540298462,0.375546395778656,1,-0.1,0
CAV,4,3,84.13774108886719,7.923769474029541,19.03482437133789,0.18859219551086426,-1.8829209804534912,-2.330155372619629,1,0.0,0
CAV,4,4,84.47147369384766,7.927365779876709,19.01333236694336,0.19608235359191895,-1.23015296459198,0.4287194609642029,0,-0.1,0
CAV,4,5,84.80343627929688,7.930468559265137,19.00143814086914,0.15147733688354492,-0.7164290547370911,-2.6867096424102783,0,-0.1,0
CAV,4,6,85.11859893798828,7.931638240814209,18.987524032592773,0.05448642000555992,-0.836737334728241,-5.832635402679443,1,-0.1,0
CAV,4,7,85.43402862548828,7.931272983551025,18.972820281982422,-0.0493009090423584,-0.8450189232826233,-5.96461820602417,0,0.0,1
CAV,4,8,85.76398468017578,7.9308624267578125,18.96306800842285,-0.06681229919195175,-0.5832036733627319,-1.0472129583358765,0,0.0,1
CAV,4,9,86.0807876586914,7.930698871612549,18.942211151123047,-0.055198006331920624,-1.1890279054641724,0.6621188521385193,1,0.1,0
CAV,4,10,86.41254425048828,7.931131362915039,18.908018112182617,-0.006644400302320719,-1.9908149242401123,2.826927423477173,0,0.0,0
CAV,4,11,86.73696899414062,7.931539058685303,18.88837432861328,-0.016881901770830154,-1.1683754920959473,-0.6089074611663818,1,0.1,0
CAV,4,12,87.05435180664062,7.932133674621582,18.876842498779297,0.015341871418058872,-0.6821912527084351,1.9062694311141968,0,0.0,0
CAV,4,13,87.37332153320312,7.932508945465088,18.868854522705078,-0.003942292649298906,-0.47306448221206665,-1.1420481204986572,0,-0.1,1
CAV,4,14,87.69178771972656,7.931962490081787,18.857952117919922,-0.06570187211036682,-0.6372618675231934,-3.6099398136138916,0,-0.2,1
CAV,4,15,88.01403045654297,7.92981481552124,18.8302001953125,-0.16935916244983673,-1.659258246421814,-6.1975603103637695,1,-0.30000000000000004,0
CAV,4,16,88.32835388183594,7.925746440887451,18.78534698486328,-0.3016035556793213,-2.6698336601257324,-7.871689319610596,0,-0.4,0
CAV,4,17,88.643310546875,7.919310092926025,18.74232292175293,-0.4622740149497986,-2.5291318893432617,-9.44487190246582,0,-0.30000000000000004,0
CAV,4,18,88.96146392822266,7.910046100616455,18.69679832458496,-0.6497187614440918,-2.5759546756744385,-10.606335639953613,0,-0.30000000000000004,1
CAV,4,19,89.29100036621094,7.897140979766846,18.638019561767578,-0.8672728538513184,-3.552316904067993,-13.147964477539062,0,-0.4,1
CAV,4,20,89.59795379638672,7.880702495574951,18.561189651489258,-1.094385027885437,-4.468388080596924,-13.20872688293457,0,-0.5,0
CAV,4,21,89.91559600830078,7.861440658569336,18.455713272094727,-1.3291079998016357,-6.1046295166015625,-13.585000991821289,1,-0.4,0
CAV,4,22,90.23285675048828,7.838109493255615,18.344829559326172,-1.5917603969573975,-6.399991989135742,-15.159784317016602,1,-0.5,0
CAV,4,23,90.54901123046875,7.810479164123535,18.22736930847168,-1.8688883781433105,-6.065469741821289,-14.310470581054688,1,-0.6,0
CAV,4,24,90.89971160888672,7.774136066436768,18.080663681030273,-2.191331624984741,-8.254735946655273,-18.143024444580078,0,-0.5,1
CAV,4,25,91.21900939941406,7.735925197601318,17.93154525756836,-2.492358446121216,-8.659253120422363,-17.480520248413086,1,-0.6,0
CAV,4,26,91.52568054199219,7.694262981414795,17.766448974609375,-2.787972927093506,-9.060770988464355,-16.22383689880371,0,-0.6,0
CAV,4,27,91.84693145751953,7.644908905029297,17.57781982421875,-3.106933116912842,-10.99173355102539,-18.586339950561523,0,-0.6,1
CAV,4,28,92.14635467529297,7.593602180480957,17.388641357421875,-3.408250331878662,-10.439044952392578,-16.62696647644043,0,-0.7,0
CAV,4,29,92.45878601074219,7.534093856811523,17.166799545288086,-3.725900411605835,-12.97988510131836,-18.58559226989746,0,-0.7999999999999999,0
CAV,4,30,92.74980926513672,7.473118305206299,16.94469451904297,-4.025146007537842,-12.309693336486816,-16.58504295349121,0,-0.8999999999999999,1
CAV,4,31,93.05277252197266,7.403415203094482,16.691518783569336,-4.33803129196167,-14.681450843811035,-18.143957138061523,0,-0.7999999999999999,0
CAV,4,32,93.3189926147461,7.363146781921387,14.251590728759766,1.9444836378097534,-145.81883239746094,375.465576171875,0,-0.7,1
CAV,5,0,83.19798278808594,7.912962436676025,19.09933853149414,0.2737487256526947,-0.36235737800598145,0.04324901103973389,1,0.0,0
CAV,5,1,83.5392837524414,7.917860984802246,19.092327117919922,0.27440956234931946,-0.4117409586906433,0.038807231932878494,0,0.1,0
CAV,5,2,83.86427307128906,7.923061847686768,19.08355140686035,0.3201949894428253,-0.4990849494934082,2.6038708686828613,0,0.0,1
CAV,5,3,84.19969177246094,7.9285478591918945,19.074420928955078,0.31495991349220276,-0.509223461151123,-0.29196977615356445,0,0.0,0
CAV,5,4,84.54144287109375,7.9340500831604,19.057701110839844,0.3119873106479645,-0.9897950887680054,-0.17597486078739166,1,0.0,0
CAV,5,5,84.86322021484375,7.939201354980469,19.048099517822266,0.31088829040527344,-0.5403838157653809,-0.0618535615503788,1,-0.1,0
CAV,5,6,85.2015380859375,7.944024562835693,19.039348602294922,0.26173803210258484,-0.31729093194007874,-1.7820913791656494,0,-0.2,0
CAV,5,7,85.72608947753906,7.947778224945068,19.01497459411621,0.08363650739192963,-2.031032085418701,-14.840805053710938,1,-0.1,0
CAV,5,8,85.95413208007812,7.948221683502197,19.004945755004883,0.014230334199965,-0.6240255236625671,-4.318667888641357,0,-0.2,0
CAV,5,9,86.25917053222656,7.946937084197998,18.984676361083984,-0.11444243788719177,-1.184423565864563,-7.518876552581787,0,-0.2,0
CAV,5,10,86.5836181640625,7.94403076171875,18.95600128173828,-0.27205267548561096,-1.6237027645111084,-8.92455005645752,0,-0.2,1
CAV,5,11,86.91777038574219,7.938229084014893,18.91744041442871,-0.4548285901546478,-2.305816650390625,-10.929415702819824,1,-0.30000000000000004,0
CAV,5,12,87.23336029052734,7.929967403411865,18.864953994750977,-0.6479438543319702,-2.9710588455200195,-10.93152904510498,0,-0.30000000000000004,0
CAV,5,13,87.56561279296875,7.917764186859131,18.801055908203125,-0.8780151009559631,-3.7322559356689453,-13.438348770141602,0,-0.4,1
CAV,5,14,87.8863754272461,7.902307033538818,18.725751876831055,-1.1207143068313599,-4.435127258300781,-14.294079780578613,0,-0.4,1
CAV,5,15,88.20291137695312,7.883156776428223,18.62685775756836,-1.3763108253479004,-5.901835918426514,-15.253573417663574,0,-0.30000000000000004,1
CAV,5,16,88.51361083984375,7.860703468322754,18.52656364440918,-1.6087156534194946,-5.643664360046387,-13.07768440246582,0,-0.20000000000000004,0
CAV,5,17,88.84139251708984,7.833559513092041,18.428836822509766,-1.811309814453125,-5.781693935394287,-11.985834121704102,0,-0.20000000000000004,1
CAV,5,18,89.1518325805664,7.804904460906982,18.347854614257812,-1.9974740743637085,-4.708897113800049,-10.824950218200684,1,-0.30000000000000004,0
CAV,5,19,89.46613311767578,7.772274017333984,18.24869728088379,-2.221799612045288,-5.532809257507324,-12.516980171203613,0,-0.4,1
CAV,5,20,89.79176330566406,7.733839988708496,18.135318756103516,-2.489163875579834,-6.620217800140381,-15.611507415771484,0,-0.5,0
CAV,5,21,90.10086822509766,7.692651271820068,18.006887435913086,-2.7633798122406006,-7.686954021453857,-16.412548065185547,0,-0.6,0
CAV,5,22,90.4002914428711,7.6479644775390625,17.873733520507812,-3.0471277236938477,-7.5039963722229,-15.990842819213867,1,-0.7,0
CAV,5,23,90.71571350097656,7.5952887535095215,17.718191146850586,-3.359858512878418,-8.485950469970703,-17.061702728271484,0,-0.7999999999999999,1
CAV,5,24,91.03846740722656,7.535195827484131,17.537752151489258,-3.6875877380371094,-9.712719917297363,-17.641098022460938,1,-0.7999999999999999,0
CAV,5,25,91.36192321777344,7.468445301055908,17.32866668701172,-4.018654823303223,-11.38412857055664,-18.025691986083984,0,-0.7999999999999999,1
CAV,5,26,91.67781066894531,7.39669942855835,17.10472297668457,-4.346154689788818,-13.095356941223145,-19.150917053222656,0,-0.7,0
CAV,5,27,91.9681396484375,7.324918746948242,16.87434959411621,-4.645553112030029,-13.162613868713379,-17.106428146362305,1,-0.6,0
CAV,5,28,92.2612075805664,7.246318340301514,16.630645751953125,-4.95199728012085,-13.906940460205078,-17.487213134765625,1,-0.6,0
CAV,5,29,92.5504379272461,7.162481307983398,16.379568099975586,-5.256450176239014,-14.234152793884277,-17.260114669799805,1,-0.6,0
CAV,5,30,92.83719635009766,7.072926044464111,16.118242263793945,-5.559786796569824,-15.549556732177734,-18.049306869506836,1,-0.5,0
CAV,5,31,93.10643005371094,6.982909202575684,15.8745698928833,-5.846171855926514,-13.922065734863281,-16.3624267578125,0,-0.5,0
CAV,5,32,93.38264465332031,6.884147644042969,15.619032859802246,-6.143247604370117,-14.8786039352417,-17.297189712524414,0,-0.6,0
CAV,5,33,93.64937591552734,6.78238582611084,15.352489471435547,-6.430659770965576,-15.21262264251709,-16.4036808013916,0,-0.5,0
CAV,5,34,93.91693878173828,6.673608303070068,15.078547477722168,-6.719673156738281,-15.684837341308594,-16.547765731811523,1,-0.4,0
CAV,5,35,94.17923736572266,6.560305118560791,14.814205169677734,-7.002592086791992,-14.820551872253418,-15.862064361572266,0,-0.30000000000000004,0
